@Stade_de_Reims @dorignyghislain bon courage sdr et vivre sdr et les rouge~~1429716912.478168
RT @mandichaima: @Stade_de_Reims @dorignyghislain bon courage sdr et vivre sdr et les rouge~~1429716950.697058
@mandichaima @Stade_de_Reims Merci .~~1429716980.346315
RT @Stade_de_Reims: Un entrainement avec @charbo10? C'est dans le dernier @sofootclub en kiosque aujourd'hui #TeamSDR ~~1429729513.755522
RT @Stade_de_Reims: Felicitations @AgassaK elu joueur du mois pour la deuxieme fois consecutive !  #TeamSDR ~~1429730748.74282
han visto a @jamesdrodriguez hoy? CRACK!! @AS_Monaco creo q el @realmadrid te ha robado y sin pistola~~1429731805.374591
@TroisiemePoteau @beinsports_FR il est vrai que ce Caen-Reims et ce Metz-ETG n'offre pas son lot de spectacle. Le but de Malouda cote a 96,2~~1429731825.676623
RT @Stade_de_Reims: Felicitations @AgassaK elu joueur du mois pour la deuxieme fois consecutive !  #TeamSDR ~~1429732518.932688
